,SVid,ContellationType,TDoA_[ms],Pseudoranges_[m]
3505,6,3,594018066.11,178082136135400
3506,18,3,594018077.012,178082139403948
3507,9,3,594018077.167,178082139450213
3508,16,3,594018066.265,178082136182138
3509,15,3,594018072.102,178082137931766
3510,5,3,594018071.725,178082137818815
3511,17,3,594018074.793,178082138738569
3512,7,3,594018075.197,178082138859862
3513,4,1,81.291,24370542
3514,5,1,78.371,23495170
3515,7,1,69.477,20828593
3516,8,1,74.046,22198463
3517,9,1,72.542,21747498
3518,11,1,81.671,24484391
3519,13,1,82.633,24772763
3520,23,1,78.911,23656787
3521,27,1,80.281,24067758
3522,28,1,72.288,21671361
3523,30,1,70.635,21175952
3524,2,6,93.918,28155871
3525,3,6,83.318,24978160
3526,5,6,79.524,23840842
3527,9,6,82.819,24828608
3528,12,6,87.286,26167553
3529,24,6,73.925,22162140
3530,25,6,81.138,24324510
3531,31,6,92.225,27648350
3532,6,3,594018066.11,178082136135425
3533,18,3,594018077.01,178082139403289
3534,9,3,594018077.165,178082139449682
3535,16,3,594018066.265,178082136182069
3536,15,3,594018072.103,178082137932230
3537,5,3,594018071.727,178082137819572
3538,17,3,594018074.792,178082138738344
3539,7,3,594018075.195,178082138859229
3540,4,1,81.294,24371224
3541,5,1,78.372,23495231
3542,7,1,69.477,20828617
3543,8,1,74.047,22198594
3544,9,1,72.544,21748018
3545,11,1,81.67,24483955
3546,13,1,82.631,24772101
3547,23,1,78.913,23657447
3548,27,1,80.283,24068223
3549,28,1,72.286,21670936
3550,30,1,70.634,21175679
3551,2,6,93.916,28155438
3552,3,6,83.317,24977865
3553,5,6,79.525,23841080
3554,9,6,82.821,24829156
3555,12,6,87.284,26167141
3556,24,6,73.926,22162371
3557,25,6,81.137,24324302
3558,31,6,92.226,27648800
3559,6,3,594018066.11,178082136135476
3560,18,3,594018077.008,178082139402626
3561,9,3,594018077.163,178082139449218
3562,16,3,594018066.266,178082136182150
3563,15,3,594018072.105,178082137932694
3564,5,3,594018071.73,178082137820321
3565,17,3,594018074.791,178082138738141
3566,7,3,594018075.193,178082138858594
3567,4,1,81.296,24371887
3568,5,1,78.372,23495285
3569,7,1,69.477,20828606
3570,8,1,74.047,22198720
3571,9,1,72.545,21748541
3572,11,1,81.668,24483524
3573,13,1,82.629,24771406
3574,23,1,78.915,23658110
3575,27,1,80.285,24068689
3576,28,1,72.285,21670522
3577,30,1,70.634,21175404
3578,2,6,93.915,28155020
3579,3,6,83.316,24977580
3580,5,6,79.526,23841320
3581,9,6,82.823,24829728
3582,12,6,87.283,26166728
3583,24,6,73.926,22162597
3584,25,6,81.136,24324106
3585,31,6,92.228,27649246
3586,6,3,594018066.11,178082136135506
3587,18,3,594018077.006,178082139401963
3588,9,3,594018077.162,178082139448698
3589,16,3,594018066.265,178082136182100
3590,15,3,594018072.106,178082137933164
3591,5,3,594018071.732,178082137821082
3592,17,3,594018074.791,178082138737917
3593,7,3,594018075.191,178082138857933
3594,4,1,81.298,24372557
3595,5,1,78.372,23495341
3596,7,1,69.477,20828641
3597,8,1,74.047,22198856
3598,9,1,72.547,21749068
3599,11,1,81.667,24483081
3600,13,1,82.626,24770781
3601,23,1,78.917,23658751
3602,27,1,80.286,24069154
3603,28,1,72.284,21670079
3604,30,1,70.633,21175140
3605,2,6,93.913,28154548
3606,3,6,83.315,24977297
3607,5,6,79.527,23841549
3608,9,6,82.825,24830300
3609,12,6,87.281,26166308
3610,24,6,73.927,22162841
3611,25,6,81.136,24323910
3612,31,6,92.229,27649698
3613,6,3,594018066.11,178082136135510
3614,18,3,594018077.003,178082139401305
3615,9,3,594018077.16,178082139448214
3616,16,3,594018066.265,178082136182106
3617,15,3,594018072.108,178082137933638
3618,5,3,594018071.735,178082137821834
3619,17,3,594018074.79,178082138737702
3620,7,3,594018075.189,178082138857294
3621,4,1,81.3,24373240
3622,5,1,78.372,23495386
3623,7,1,69.477,20828611
3624,8,1,74.048,22198984
3625,9,1,72.549,21749590
3626,11,1,81.665,24482654
3627,13,1,82.624,24770107
3628,23,1,78.919,23659404
3629,27,1,80.288,24069616
3630,28,1,72.282,21669674
3631,30,1,70.632,21174847
3632,2,6,93.912,28154116
3633,3,6,83.314,24977007
3634,5,6,79.528,23841790
3635,9,6,82.827,24830873
3636,12,6,87.28,26165897
3637,24,6,73.928,22163076
3638,25,6,81.135,24323719
3639,31,6,92.231,27650148
3640,6,3,594018066.11,178082136135519
3641,18,3,594018077.001,178082139400607
3642,9,3,594018077.158,178082139447676
3643,16,3,594018066.265,178082136182118
3644,15,3,594018072.109,178082137934118
3645,5,3,594018071.737,178082137822570
3646,17,3,594018074.789,178082138737492
3647,7,3,594018075.187,178082138856676
3648,4,1,81.303,24373921
3649,5,1,78.372,23495450
3650,7,1,69.477,20828621
3651,8,1,74.048,22199111
3652,9,1,72.551,21750114
3653,11,1,81.664,24482233
3654,13,1,82.622,24769387
3655,23,1,78.922,23660081
3656,27,1,80.289,24070079
3657,28,1,72.281,21669235
3658,30,1,70.631,21174600
3659,2,6,93.911,28153709
3660,3,6,83.313,24976714
3661,5,6,79.529,23842070
3662,9,6,82.829,24831432
3663,12,6,87.279,26165487
3664,24,6,73.929,22163307
3665,25,6,81.134,24323508
3666,31,6,92.232,27650600
3667,6,3,594018066.11,178082136135528
3668,18,3,594018076.999,178082139399972
3669,9,3,594018077.157,178082139447253
3670,16,3,594018066.265,178082136182078
3671,15,3,594018072.111,178082137934585
3672,5,3,594018071.74,178082137823328
3673,17,3,594018074.789,178082138737277
3674,7,3,594018075.185,178082138856035
3675,4,1,81.305,24374594
3676,5,1,78.373,23495532
3677,7,1,69.477,20828653
3678,8,1,74.049,22199243
3679,9,1,72.552,21750639
3680,11,1,81.662,24481795
3681,13,1,82.619,24768695
3682,23,1,78.924,23660735
3683,27,1,80.291,24070536
3684,28,1,72.279,21668836
3685,30,1,70.63,21174316
3686,2,6,93.909,28153277
3687,3,6,83.312,24976424
3688,5,6,79.529,23842276
3689,9,6,82.831,24832001
3690,12,6,87.277,26165083
3691,24,6,73.93,22163523
3692,25,6,81.134,24323313
3693,31,6,92.234,27651048
3694,6,3,594018066.11,178082136135565
3695,18,3,594018076.997,178082139399303
3696,9,3,594018077.155,178082139446717
3697,16,3,594018066.265,178082136182077
3698,15,3,594018072.113,178082137935068
3699,5,3,594018071.742,178082137824059
3700,17,3,594018074.788,178082138737055
3701,7,3,594018075.182,178082138855373
3702,4,1,81.307,24375274
3703,5,1,78.373,23495542
3704,7,1,69.477,20828623
3705,8,1,74.049,22199375
3706,9,1,72.554,21751155
3707,11,1,81.661,24481360
3708,13,1,82.617,24768020
3709,23,1,78.926,23661387
3710,27,1,80.292,24071003
3711,28,1,72.278,21668412
3712,30,1,70.629,21174060
3713,2,6,93.908,28152840
3714,3,6,83.311,24976131
3715,5,6,79.53,23842544
3716,9,6,82.833,24832570
3717,12,6,87.276,26164662
3718,24,6,73.93,22163744
3719,25,6,81.133,24323101
3720,31,6,92.235,27651495
3721,6,3,594018066.11,178082136135517
3722,18,3,594018076.995,178082139398630
3723,9,3,594018077.153,178082139446201
3724,16,3,594018066.266,178082136182142
3725,15,3,594018072.114,178082137935520
3726,5,3,594018071.745,178082137824815
3727,17,3,594018074.787,178082138736838
3728,7,3,594018075.18,178082138854720
3729,4,1,81.309,24375931
3730,5,1,78.373,23495577
3731,7,1,69.477,20828623
3732,8,1,74.05,22199498
3733,9,1,72.556,21751667
3734,11,1,81.66,24480921
3735,13,1,82.615,24767346
3736,23,1,78.928,23662039
3737,27,1,80.294,24071450
3738,28,1,72.277,21667980
3739,30,1,70.628,21173770
3740,2,6,93.906,28152403
3741,3,6,83.31,24975832
3742,5,6,79.531,23842753
3743,9,6,82.834,24833136
3744,12,6,87.275,26164243
3745,24,6,73.931,22163966
3746,25,6,81.132,24322905
3747,31,6,92.237,27651935
3748,6,3,594018066.11,178082136135577
3749,18,3,594018076.992,178082139397948
3750,9,3,594018077.152,178082139445741
3751,16,3,594018066.265,178082136182051
3752,15,3,594018072.116,178082137936004
3753,5,3,594018071.747,178082137825551
3754,17,3,594018074.786,178082138736604
3755,7,3,594018075.178,178082138854061
3756,4,1,81.312,24376603
3757,5,1,78.373,23495613
3758,7,1,69.477,20828619
3759,8,1,74.05,22199617
3760,9,1,72.557,21752180
3761,11,1,81.658,24480482
3762,13,1,82.613,24766672
3763,23,1,78.93,23662687
3764,27,1,80.295,24071909
3765,28,1,72.275,21667544
3766,30,1,70.627,21173502
3767,2,6,93.905,28151966
3768,3,6,83.309,24975537
3769,5,6,79.532,23842979
3770,9,6,82.836,24833679
3771,12,6,87.273,26163821
3772,24,6,73.932,22164186
3773,25,6,81.132,24322692
3774,31,6,92.238,27652373
3775,6,3,594018066.111,178082136135673
3776,18,3,594018076.991,178082139397436
3777,9,3,594018077.15,178082139445376
3778,16,3,594018066.266,178082136182228
3779,15,3,594018072.118,178082137936608
3780,5,3,594018071.75,178082137826454
3781,17,3,594018074.786,178082138736537
3782,7,3,594018075.176,178082138853571
3783,4,1,81.314,24377412
3784,5,1,78.374,23495809
3785,7,1,69.477,20828766
3786,8,1,74.051,22199889
3787,9,1,72.56,21752850
3788,11,1,81.657,24480193
3789,13,1,82.611,24766152
3790,23,1,78.933,23663479
3791,27,1,80.297,24072517
3792,28,1,72.274,21667281
3793,30,1,70.627,21173364
3794,2,6,93.904,28151683
3795,3,6,83.309,24975389
3796,5,6,79.533,23843372
3797,9,6,82.839,24834390
3798,12,6,87.272,26163552
3799,24,6,73.933,22164565
3800,25,6,81.132,24322639
3801,31,6,92.24,27652969
3802,6,3,594018066.111,178082136135719
3803,18,3,594018076.988,178082139396761
3804,9,3,594018077.149,178082139444878
3805,16,3,594018066.266,178082136182193
3806,15,3,594018072.119,178082137937074
3807,5,3,594018071.753,178082137827190
3808,17,3,594018074.785,178082138736310
3809,7,3,594018075.174,178082138852920
3810,4,1,81.316,24378068
3811,5,1,78.374,23495865
3812,7,1,69.477,20828779
3813,8,1,74.051,22200014
3814,9,1,72.561,21753359
3815,11,1,81.656,24479750
3816,13,1,82.609,24765477
3817,23,1,78.935,23664129
3818,27,1,80.299,24072971
3819,28,1,72.273,21666846
3820,30,1,70.626,21173086
3821,2,6,93.902,28151246
3822,3,6,83.308,24975093
3823,5,6,79.534,23843604
3824,9,6,82.84,24834955
3825,12,6,87.271,26163129
3826,24,6,73.934,22164786
3827,25,6,81.131,24322427
3828,31,6,92.242,27653410
3829,6,3,594018066.111,178082136135726
3830,18,3,594018076.986,178082139396082
3831,9,3,594018077.147,178082139444377
3832,16,3,594018066.266,178082136182217
3833,15,3,594018072.121,178082137937527
3834,5,3,594018071.755,178082137827926
3835,17,3,594018074.785,178082138736084
3836,7,3,594018075.172,178082138852286
3837,4,1,81.319,24378735
3838,5,1,78.374,23495911
3839,7,1,69.477,20828761
3840,8,1,74.052,22200133
3841,9,1,72.563,21753876
3842,11,1,81.654,24479313
3843,13,1,82.606,24764803
3844,23,1,78.937,23664772
3845,27,1,80.3,24073428
3846,28,1,72.271,21666420
3847,30,1,70.625,21172806
3848,2,6,93.901,28150809
3849,3,6,83.307,24974798
3850,5,6,79.534,23843837
3851,9,6,82.842,24835515
3852,12,6,87.269,26162703
3853,24,6,73.935,22165009
3854,25,6,81.13,24322215
3855,31,6,92.243,27653846
